bank,year,group,keyword,count,rel_freq,status,colname
Maybank,2015,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2015,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2015,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2015,FTII,fingerprint recognition,0,0.0,pypdf,FTII__fingerprint recognition
Maybank,2015,FTII,voice recognition,0,0.0,pypdf,FTII__voice recognition
Maybank,2015,FTOI,anti-fraud,4,3.25963834312583e-05,pypdf,FTOI__anti-fraud
Maybank,2015,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2015,FTOI,credit evaluation,0,0.0,pypdf,FTOI__credit evaluation
Maybank,2015,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2015,FTOI,digital wallet,1,8.149095857814575e-06,pypdf,FTOI__digital wallet
Maybank,2015,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2015,FTOI,internet banking,17,0.0001385346295828478,pypdf,FTOI__internet banking
Maybank,2015,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2015,FTOI,mobile banking,23,0.00018742920472973522,pypdf,FTOI__mobile banking
Maybank,2015,FTOI,mobile payment,0,0.0,pypdf,FTOI__mobile payment
Maybank,2015,FTOI,online banking,0,0.0,pypdf,FTOI__online banking
Maybank,2015,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2015,FTOI,online loan,0,0.0,pypdf,FTOI__online loan
Maybank,2015,FTOI,online payment,3,2.4447287573443728e-05,pypdf,FTOI__online payment
Maybank,2015,FTOI,predictive model,0,0.0,pypdf,FTOI__predictive model
Maybank,2015,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
Maybank,2016,FTII,ai,0,0.0,pypdf,FTII__ai
Maybank,2016,FTII,alliance chain,0,0.0,pypdf,FTII__alliance chain
Maybank,2016,FTII,artificial intelligence,0,0.0,pypdf,FTII__artificial intelligence
Maybank,2016,FTII,asymmetric encryption,0,0.0,pypdf,FTII__asymmetric encryption
Maybank,2016,FTII,big data,0,0.0,pypdf,FTII__big data
Maybank,2016,FTII,blockchain,1,8.000640051204096e-06,pypdf,FTII__blockchain
Maybank,2016,FTII,cloud architecture,0,0.0,pypdf,FTII__cloud architecture
Maybank,2016,FTII,cloud computing,0,0.0,pypdf,FTII__cloud computing
Maybank,2016,FTII,cloud platform,0,0.0,pypdf,FTII__cloud platform
Maybank,2016,FTII,cloud service,0,0.0,pypdf,FTII__cloud service
Maybank,2016,FTII,data flow,0,0.0,pypdf,FTII__data flow
Maybank,2016,FTII,data mining,0,0.0,pypdf,FTII__data mining
Maybank,2016,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2016,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2016,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2016,FTII,fingerprint recognition,0,0.0,pypdf,FTII__fingerprint recognition
Maybank,2016,FTII,voice recognition,0,0.0,pypdf,FTII__voice recognition
Maybank,2016,FTOI,anti-fraud,3,2.4001920153612287e-05,pypdf,FTOI__anti-fraud
Maybank,2016,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2016,FTOI,credit evaluation,1,8.000640051204096e-06,pypdf,FTOI__credit evaluation
Maybank,2016,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2016,FTOI,digital wallet,3,2.4001920153612287e-05,pypdf,FTOI__digital wallet
Maybank,2016,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2016,FTOI,internet banking,14,0.00011200896071685735,pypdf,FTOI__internet banking
Maybank,2016,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2016,FTOI,mobile banking,22,0.00017601408112649013,pypdf,FTOI__mobile banking
Maybank,2016,FTOI,mobile payment,4,3.200256020481638e-05,pypdf,FTOI__mobile payment
Maybank,2016,FTOI,online banking,2,1.600128010240819e-05,pypdf,FTOI__online banking
Maybank,2016,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2016,FTOI,online loan,0,0.0,pypdf,FTOI__online loan
Maybank,2016,FTOI,online payment,2,1.600128010240819e-05,pypdf,FTOI__online payment
Maybank,2016,FTOI,predictive model,0,0.0,pypdf,FTOI__predictive model
Maybank,2016,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
Maybank,2017,FTII,ai,0,0.0,pypdf,FTII__ai
Maybank,2017,FTII,alliance chain,0,0.0,pypdf,FTII__alliance chain
Maybank,2017,FTII,artificial intelligence,1,1.0688671077524932e-05,pypdf,FTII__artificial intelligence
Maybank,2017,FTII,asymmetric encryption,0,0.0,pypdf,FTII__asymmetric encryption
Maybank,2017,FTII,big data,1,1.0688671077524932e-05,pypdf,FTII__big data
Maybank,2017,FTII,blockchain,0,0.0,pypdf,FTII__blockchain
Maybank,2017,FTII,cloud architecture,0,0.0,pypdf,FTII__cloud architecture
Maybank,2017,FTII,cloud computing,0,0.0,pypdf,FTII__cloud computing
Maybank,2017,FTII,cloud platform,0,0.0,pypdf,FTII__cloud platform
Maybank,2017,FTII,cloud service,0,0.0,pypdf,FTII__cloud service
Maybank,2017,FTII,data flow,0,0.0,pypdf,FTII__data flow
Maybank,2017,FTII,data mining,0,0.0,pypdf,FTII__data mining
Maybank,2017,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2017,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2017,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2017,FTII,fingerprint recognition,3,3.206601323257479e-05,pypdf,FTII__fingerprint recognition
Maybank,2017,FTII,voice recognition,4,4.2754684310099726e-05,pypdf,FTII__voice recognition
Maybank,2017,FTOI,anti-fraud,2,2.1377342155049863e-05,pypdf,FTOI__anti-fraud
Maybank,2017,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2017,FTOI,credit evaluation,1,1.0688671077524932e-05,pypdf,FTOI__credit evaluation
Maybank,2017,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2017,FTOI,digital wallet,0,0.0,pypdf,FTOI__digital wallet
Maybank,2017,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2017,FTOI,internet banking,3,3.206601323257479e-05,pypdf,FTOI__internet banking
Maybank,2017,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2017,FTOI,mobile banking,10,0.00010688671077524932,pypdf,FTOI__mobile banking
Maybank,2017,FTOI,mobile payment,5,5.344335538762466e-05,pypdf,FTOI__mobile payment
Maybank,2017,FTOI,online banking,2,2.1377342155049863e-05,pypdf,FTOI__online banking
Maybank,2017,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2017,FTOI,online loan,0,0.0,pypdf,FTOI__online loan
Maybank,2017,FTOI,online payment,0,0.0,pypdf,FTOI__online payment
Maybank,2017,FTOI,predictive model,0,0.0,pypdf,FTOI__predictive model
Maybank,2017,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
Maybank,2018,FTII,ai,0,0.0,pypdf,FTII__ai
Maybank,2018,FTII,alliance chain,0,0.0,pypdf,FTII__alliance chain
Maybank,2018,FTII,artificial intelligence,4,4.656414793429799e-05,pypdf,FTII__artificial intelligence
Maybank,2018,FTII,asymmetric encryption,0,0.0,pypdf,FTII__asymmetric encryption
Maybank,2018,FTII,big data,1,1.1641036983574497e-05,pypdf,FTII__big data
Maybank,2018,FTII,blockchain,1,1.1641036983574497e-05,pypdf,FTII__blockchain
Maybank,2018,FTII,cloud architecture,0,0.0,pypdf,FTII__cloud architecture
Maybank,2018,FTII,cloud computing,0,0.0,pypdf,FTII__cloud computing
Maybank,2018,FTII,cloud platform,0,0.0,pypdf,FTII__cloud platform
Maybank,2018,FTII,cloud service,0,0.0,pypdf,FTII__cloud service
Maybank,2018,FTII,data flow,0,0.0,pypdf,FTII__data flow
Maybank,2018,FTII,data mining,1,1.1641036983574497e-05,pypdf,FTII__data mining
Maybank,2018,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2018,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2018,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2018,FTII,fingerprint recognition,0,0.0,pypdf,FTII__fingerprint recognition
Maybank,2018,FTII,voice recognition,0,0.0,pypdf,FTII__voice recognition
Maybank,2018,FTOI,anti-fraud,2,2.3282073967148993e-05,pypdf,FTOI__anti-fraud
Maybank,2018,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2018,FTOI,credit evaluation,1,1.1641036983574497e-05,pypdf,FTOI__credit evaluation
Maybank,2018,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2018,FTOI,digital wallet,0,0.0,pypdf,FTOI__digital wallet
Maybank,2018,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2018,FTOI,internet banking,0,0.0,pypdf,FTOI__internet banking
Maybank,2018,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2018,FTOI,mobile banking,4,4.656414793429799e-05,pypdf,FTOI__mobile banking
Maybank,2018,FTOI,mobile payment,2,2.3282073967148993e-05,pypdf,FTOI__mobile payment
Maybank,2018,FTOI,online banking,6,6.984622190144699e-05,pypdf,FTOI__online banking
Maybank,2018,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2018,FTOI,online loan,1,1.1641036983574497e-05,pypdf,FTOI__online loan
Maybank,2018,FTOI,online payment,0,0.0,pypdf,FTOI__online payment
Maybank,2018,FTOI,predictive model,0,0.0,pypdf,FTOI__predictive model
Maybank,2018,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
Maybank,2019,FTII,ai,6,7.938608097380259e-05,pypdf,FTII__ai
Maybank,2019,FTII,alliance chain,0,0.0,pypdf,FTII__alliance chain
Maybank,2019,FTII,artificial intelligence,4,5.292405398253506e-05,pypdf,FTII__artificial intelligence
Maybank,2019,FTII,asymmetric encryption,0,0.0,pypdf,FTII__asymmetric encryption
Maybank,2019,FTII,big data,0,0.0,pypdf,FTII__big data
Maybank,2019,FTII,blockchain,0,0.0,pypdf,FTII__blockchain
Maybank,2019,FTII,cloud architecture,0,0.0,pypdf,FTII__cloud architecture
Maybank,2019,FTII,cloud computing,0,0.0,pypdf,FTII__cloud computing
Maybank,2019,FTII,cloud platform,0,0.0,pypdf,FTII__cloud platform
Maybank,2019,FTII,cloud service,0,0.0,pypdf,FTII__cloud service
Maybank,2019,FTII,data flow,0,0.0,pypdf,FTII__data flow
Maybank,2019,FTII,data mining,0,0.0,pypdf,FTII__data mining
Maybank,2019,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2019,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2019,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2019,FTII,fingerprint recognition,1,1.3231013495633765e-05,pypdf,FTII__fingerprint recognition
Maybank,2019,FTII,voice recognition,1,1.3231013495633765e-05,pypdf,FTII__voice recognition
Maybank,2019,FTOI,anti-fraud,0,0.0,pypdf,FTOI__anti-fraud
Maybank,2019,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2019,FTOI,credit evaluation,0,0.0,pypdf,FTOI__credit evaluation
Maybank,2019,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2019,FTOI,digital wallet,3,3.9693040486901295e-05,pypdf,FTOI__digital wallet
Maybank,2019,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2019,FTOI,internet banking,2,2.646202699126753e-05,pypdf,FTOI__internet banking
Maybank,2019,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2019,FTOI,mobile banking,7,9.261709446943635e-05,pypdf,FTOI__mobile banking
Maybank,2019,FTOI,mobile payment,1,1.3231013495633765e-05,pypdf,FTOI__mobile payment
Maybank,2019,FTOI,online banking,5,6.615506747816882e-05,pypdf,FTOI__online banking
Maybank,2019,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2019,FTOI,online loan,0,0.0,pypdf,FTOI__online loan
Maybank,2019,FTOI,online payment,0,0.0,pypdf,FTOI__online payment
Maybank,2019,FTOI,predictive model,0,0.0,pypdf,FTOI__predictive model
Maybank,2019,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
Maybank,2020,FTII,ai,4,5.1680254266850996e-05,pypdf,FTII__ai
Maybank,2020,FTII,alliance chain,0,0.0,pypdf,FTII__alliance chain
Maybank,2020,FTII,artificial intelligence,4,5.1680254266850996e-05,pypdf,FTII__artificial intelligence
Maybank,2020,FTII,asymmetric encryption,0,0.0,pypdf,FTII__asymmetric encryption
Maybank,2020,FTII,big data,0,0.0,pypdf,FTII__big data
Maybank,2020,FTII,blockchain,1,1.2920063566712749e-05,pypdf,FTII__blockchain
Maybank,2020,FTII,cloud architecture,0,0.0,pypdf,FTII__cloud architecture
Maybank,2020,FTII,cloud computing,0,0.0,pypdf,FTII__cloud computing
Maybank,2020,FTII,cloud platform,0,0.0,pypdf,FTII__cloud platform
Maybank,2020,FTII,cloud service,0,0.0,pypdf,FTII__cloud service
Maybank,2020,FTII,data flow,0,0.0,pypdf,FTII__data flow
Maybank,2020,FTII,data mining,0,0.0,pypdf,FTII__data mining
Maybank,2020,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2020,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2020,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2020,FTII,fingerprint recognition,0,0.0,pypdf,FTII__fingerprint recognition
Maybank,2020,FTII,voice recognition,0,0.0,pypdf,FTII__voice recognition
Maybank,2020,FTOI,anti-fraud,0,0.0,pypdf,FTOI__anti-fraud
Maybank,2020,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2020,FTOI,credit evaluation,0,0.0,pypdf,FTOI__credit evaluation
Maybank,2020,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2020,FTOI,digital wallet,0,0.0,pypdf,FTOI__digital wallet
Maybank,2020,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2020,FTOI,internet banking,1,1.2920063566712749e-05,pypdf,FTOI__internet banking
Maybank,2020,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2020,FTOI,mobile banking,4,5.1680254266850996e-05,pypdf,FTOI__mobile banking
Maybank,2020,FTOI,mobile payment,0,0.0,pypdf,FTOI__mobile payment
Maybank,2020,FTOI,online banking,2,2.5840127133425498e-05,pypdf,FTOI__online banking
Maybank,2020,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2020,FTOI,online loan,0,0.0,pypdf,FTOI__online loan
Maybank,2020,FTOI,online payment,0,0.0,pypdf,FTOI__online payment
Maybank,2020,FTOI,predictive model,0,0.0,pypdf,FTOI__predictive model
Maybank,2020,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
Maybank,2021,FTII,ai,0,0.0,pypdf,FTII__ai
Maybank,2021,FTII,alliance chain,0,0.0,pypdf,FTII__alliance chain
Maybank,2021,FTII,artificial intelligence,1,1.2418657791465898e-05,pypdf,FTII__artificial intelligence
Maybank,2021,FTII,asymmetric encryption,0,0.0,pypdf,FTII__asymmetric encryption
Maybank,2021,FTII,big data,0,0.0,pypdf,FTII__big data
Maybank,2021,FTII,blockchain,0,0.0,pypdf,FTII__blockchain
Maybank,2021,FTII,cloud architecture,0,0.0,pypdf,FTII__cloud architecture
Maybank,2021,FTII,cloud computing,0,0.0,pypdf,FTII__cloud computing
Maybank,2021,FTII,cloud platform,0,0.0,pypdf,FTII__cloud platform
Maybank,2021,FTII,cloud service,0,0.0,pypdf,FTII__cloud service
Maybank,2021,FTII,data flow,0,0.0,pypdf,FTII__data flow
Maybank,2021,FTII,data mining,0,0.0,pypdf,FTII__data mining
Maybank,2021,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2021,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2021,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2021,FTII,fingerprint recognition,0,0.0,pypdf,FTII__fingerprint recognition
Maybank,2021,FTII,voice recognition,0,0.0,pypdf,FTII__voice recognition
Maybank,2021,FTOI,anti-fraud,0,0.0,pypdf,FTOI__anti-fraud
Maybank,2021,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2021,FTOI,credit evaluation,0,0.0,pypdf,FTOI__credit evaluation
Maybank,2021,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2021,FTOI,digital wallet,0,0.0,pypdf,FTOI__digital wallet
Maybank,2021,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2021,FTOI,internet banking,5,6.209328895732949e-05,pypdf,FTOI__internet banking
Maybank,2021,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2021,FTOI,mobile banking,5,6.209328895732949e-05,pypdf,FTOI__mobile banking
Maybank,2021,FTOI,mobile payment,0,0.0,pypdf,FTOI__mobile payment
Maybank,2021,FTOI,online banking,1,1.2418657791465898e-05,pypdf,FTOI__online banking
Maybank,2021,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2021,FTOI,online loan,1,1.2418657791465898e-05,pypdf,FTOI__online loan
Maybank,2021,FTOI,online payment,0,0.0,pypdf,FTOI__online payment
Maybank,2021,FTOI,predictive model,2,2.4837315582931796e-05,pypdf,FTOI__predictive model
Maybank,2021,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
Maybank,2022,FTII,ai,4,4.56141951375268e-05,pypdf,FTII__ai
Maybank,2022,FTII,alliance chain,0,0.0,pypdf,FTII__alliance chain
Maybank,2022,FTII,artificial intelligence,4,4.56141951375268e-05,pypdf,FTII__artificial intelligence
Maybank,2022,FTII,asymmetric encryption,0,0.0,pypdf,FTII__asymmetric encryption
Maybank,2022,FTII,big data,1,1.14035487843817e-05,pypdf,FTII__big data
Maybank,2022,FTII,blockchain,0,0.0,pypdf,FTII__blockchain
Maybank,2022,FTII,cloud architecture,0,0.0,pypdf,FTII__cloud architecture
Maybank,2022,FTII,cloud computing,0,0.0,pypdf,FTII__cloud computing
Maybank,2022,FTII,cloud platform,0,0.0,pypdf,FTII__cloud platform
Maybank,2022,FTII,cloud service,0,0.0,pypdf,FTII__cloud service
Maybank,2022,FTII,data flow,0,0.0,pypdf,FTII__data flow
Maybank,2022,FTII,data mining,0,0.0,pypdf,FTII__data mining
Maybank,2022,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2022,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2022,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2022,FTII,fingerprint recognition,0,0.0,pypdf,FTII__fingerprint recognition
Maybank,2022,FTII,voice recognition,0,0.0,pypdf,FTII__voice recognition
Maybank,2022,FTOI,anti-fraud,0,0.0,pypdf,FTOI__anti-fraud
Maybank,2022,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2022,FTOI,credit evaluation,0,0.0,pypdf,FTOI__credit evaluation
Maybank,2022,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2022,FTOI,digital wallet,0,0.0,pypdf,FTOI__digital wallet
Maybank,2022,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2022,FTOI,internet banking,6,6.84212927062902e-05,pypdf,FTOI__internet banking
Maybank,2022,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2022,FTOI,mobile banking,8,9.12283902750536e-05,pypdf,FTOI__mobile banking
Maybank,2022,FTOI,mobile payment,0,0.0,pypdf,FTOI__mobile payment
Maybank,2022,FTOI,online banking,5,5.70177439219085e-05,pypdf,FTOI__online banking
Maybank,2022,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2022,FTOI,online loan,0,0.0,pypdf,FTOI__online loan
Maybank,2022,FTOI,online payment,0,0.0,pypdf,FTOI__online payment
Maybank,2022,FTOI,predictive model,1,1.14035487843817e-05,pypdf,FTOI__predictive model
Maybank,2022,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
Maybank,2023,FTII,ai,20,0.00019793749134023475,pypdf,FTII__ai
Maybank,2023,FTII,alliance chain,0,0.0,pypdf,FTII__alliance chain
Maybank,2023,FTII,artificial intelligence,4,3.958749826804695e-05,pypdf,FTII__artificial intelligence
Maybank,2023,FTII,asymmetric encryption,0,0.0,pypdf,FTII__asymmetric encryption
Maybank,2023,FTII,big data,1,9.896874567011738e-06,pypdf,FTII__big data
Maybank,2023,FTII,blockchain,1,9.896874567011738e-06,pypdf,FTII__blockchain
Maybank,2023,FTII,cloud architecture,0,0.0,pypdf,FTII__cloud architecture
Maybank,2023,FTII,cloud computing,0,0.0,pypdf,FTII__cloud computing
Maybank,2023,FTII,cloud platform,0,0.0,pypdf,FTII__cloud platform
Maybank,2023,FTII,cloud service,0,0.0,pypdf,FTII__cloud service
Maybank,2023,FTII,data flow,0,0.0,pypdf,FTII__data flow
Maybank,2023,FTII,data mining,0,0.0,pypdf,FTII__data mining
Maybank,2023,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2023,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2023,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2023,FTII,fingerprint recognition,0,0.0,pypdf,FTII__fingerprint recognition
Maybank,2023,FTII,voice recognition,0,0.0,pypdf,FTII__voice recognition
Maybank,2023,FTOI,anti-fraud,0,0.0,pypdf,FTOI__anti-fraud
Maybank,2023,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2023,FTOI,credit evaluation,0,0.0,pypdf,FTOI__credit evaluation
Maybank,2023,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2023,FTOI,digital wallet,0,0.0,pypdf,FTOI__digital wallet
Maybank,2023,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2023,FTOI,internet banking,4,3.958749826804695e-05,pypdf,FTOI__internet banking
Maybank,2023,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2023,FTOI,mobile banking,10,9.896874567011737e-05,pypdf,FTOI__mobile banking
Maybank,2023,FTOI,mobile payment,0,0.0,pypdf,FTOI__mobile payment
Maybank,2023,FTOI,online banking,5,4.9484372835058687e-05,pypdf,FTOI__online banking
Maybank,2023,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2023,FTOI,online loan,0,0.0,pypdf,FTOI__online loan
Maybank,2023,FTOI,online payment,0,0.0,pypdf,FTOI__online payment
Maybank,2023,FTOI,predictive model,0,0.0,pypdf,FTOI__predictive model
Maybank,2023,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
Maybank,2024,FTII,ai,30,0.00030477893368010406,pypdf,FTII__ai
Maybank,2024,FTII,alliance chain,0,0.0,pypdf,FTII__alliance chain
Maybank,2024,FTII,artificial intelligence,7,7.11150845253576e-05,pypdf,FTII__artificial intelligence
Maybank,2024,FTII,asymmetric encryption,0,0.0,pypdf,FTII__asymmetric encryption
Maybank,2024,FTII,big data,0,0.0,pypdf,FTII__big data
Maybank,2024,FTII,blockchain,0,0.0,pypdf,FTII__blockchain
Maybank,2024,FTII,cloud architecture,0,0.0,pypdf,FTII__cloud architecture
Maybank,2024,FTII,cloud computing,0,0.0,pypdf,FTII__cloud computing
Maybank,2024,FTII,cloud platform,0,0.0,pypdf,FTII__cloud platform
Maybank,2024,FTII,cloud service,0,0.0,pypdf,FTII__cloud service
Maybank,2024,FTII,data flow,0,0.0,pypdf,FTII__data flow
Maybank,2024,FTII,data mining,0,0.0,pypdf,FTII__data mining
Maybank,2024,FTII,data visualization,0,0.0,pypdf,FTII__data visualization
Maybank,2024,FTII,distributed ledger,0,0.0,pypdf,FTII__distributed ledger
Maybank,2024,FTII,face recognition,0,0.0,pypdf,FTII__face recognition
Maybank,2024,FTII,fingerprint recognition,0,0.0,pypdf,FTII__fingerprint recognition
Maybank,2024,FTII,voice recognition,0,0.0,pypdf,FTII__voice recognition
Maybank,2024,FTOI,anti-fraud,0,0.0,pypdf,FTOI__anti-fraud
Maybank,2024,FTOI,bank app,0,0.0,pypdf,FTOI__bank app
Maybank,2024,FTOI,credit evaluation,0,0.0,pypdf,FTOI__credit evaluation
Maybank,2024,FTOI,customer portrait,0,0.0,pypdf,FTOI__customer portrait
Maybank,2024,FTOI,digital wallet,0,0.0,pypdf,FTOI__digital wallet
Maybank,2024,FTOI,inclusive credit,0,0.0,pypdf,FTOI__inclusive credit
Maybank,2024,FTOI,internet banking,4,4.0637191157347205e-05,pypdf,FTOI__internet banking
Maybank,2024,FTOI,lending platform,0,0.0,pypdf,FTOI__lending platform
Maybank,2024,FTOI,mobile banking,4,4.0637191157347205e-05,pypdf,FTOI__mobile banking
Maybank,2024,FTOI,mobile payment,1,1.0159297789336801e-05,pypdf,FTOI__mobile payment
Maybank,2024,FTOI,online banking,2,2.0318595578673603e-05,pypdf,FTOI__online banking
Maybank,2024,FTOI,online finance,0,0.0,pypdf,FTOI__online finance
Maybank,2024,FTOI,online loan,0,0.0,pypdf,FTOI__online loan
Maybank,2024,FTOI,online payment,0,0.0,pypdf,FTOI__online payment
Maybank,2024,FTOI,predictive model,0,0.0,pypdf,FTOI__predictive model
Maybank,2024,FTOI,qr code payment,0,0.0,pypdf,FTOI__qr code payment
